1403715278762142976,0.04211,0.00418,0.05541,0.01238,0.81483,-0.01761,0.57930,0.19088,0.03510,0.30907,
1403715278862142976,0.06385,0.00880,0.09184,0.01005,0.81091,-0.01836,0.58480,0.19914,0.04181,0.39672,
1403715278962142976,0.07926,0.01450,0.12864,0.01012,0.80976,-0.01806,0.58639,0.17661,0.04202,0.35462,
1403715279062142976,0.09683,0.01783,0.15287,0.01142,0.80972,-0.01741,0.58645,0.15821,0.03212,0.14387,
1403715279162142976,0.10488,0.01965,0.15409,0.01232,0.80988,-0.01655,0.58623,0.12461,0.02195,-0.05551,
1403715279262142976,0.11393,0.02135,0.14249,0.01313,0.81085,-0.01569,0.58490,0.10911,0.02296,-0.11080,
1403715279362142976,0.12352,0.02240,0.13601,0.01243,0.81234,-0.01633,0.58282,0.08912,0.01892,-0.06496,
1403715279462142976,0.13126,0.02346,0.13271,0.01098,0.81323,-0.01697,0.58159,0.07091,0.00927,-0.01165,
1403715279562142976,0.13744,0.02409,0.13181,0.01104,0.81332,-0.01635,0.58148,0.05857,0.00632,0.02982,
1403715279662142976,0.14139,0.02517,0.13799,0.01120,0.81400,-0.01635,0.58053,0.04795,-0.00049,0.07055,
1403715279762142976,0.14490,0.02520,0.14727,0.01098,0.81396,-0.01649,0.58059,0.03042,-0.00501,0.09916,
1403715279862142976,0.14701,0.02472,0.15937,0.01058,0.81439,-0.01680,0.57997,0.01331,-0.01176,0.12248,
1403715279962142976,0.14858,0.02370,0.17311,0.01088,0.81647,-0.01668,0.57705,0.00986,-0.01347,0.12848,
1403715280062142976,0.15078,0.02286,0.18486,0.01087,0.82418,-0.01717,0.56597,0.01955,-0.01892,0.11617,
1403715280162142976,0.15448,0.02136,0.19738,0.01599,0.83021,-0.01374,0.55706,0.04882,-0.02238,0.13043,
1403715280262142976,0.16090,0.01913,0.21331,0.02389,0.83058,-0.00813,0.55632,0.09025,-0.00635,0.16053,
1403715280362142976,0.17335,0.02047,0.23070,0.02913,0.82808,-0.00435,0.55984,0.13036,0.02132,0.16038,
1403715280462142976,0.18912,0.02401,0.25159,0.03170,0.82528,-0.00733,0.56378,0.16973,0.04839,0.16296,
1403715280562142976,0.20723,0.02857,0.27152,0.03042,0.82244,-0.02133,0.56764,0.18697,0.06542,0.15623,
1403715280662142976,0.22610,0.03301,0.28886,0.03522,0.81917,-0.03940,0.57111,0.19442,0.04874,0.14542,
1403715280762142976,0.24590,0.03796,0.30241,0.04509,0.81641,-0.06037,0.57254,0.19929,0.04501,0.11965,
1403715280862142976,0.26437,0.04255,0.31322,0.05764,0.81378,-0.08197,0.57247,0.19456,0.04168,0.11357,
1403715280962142976,0.28313,0.04801,0.32412,0.06945,0.81091,-0.09974,0.57242,0.18858,0.05204,0.10064,
1403715281062142976,0.30170,0.05391,0.33411,0.07834,0.80894,-0.11291,0.57160,0.18521,0.05904,0.10293,
